player_id,goals_p90,assists_p90,yellows_p90,reds_p90,euro_bonus,ambi_bonus,height_bonus,contract_bonus,gem_score,market_value_in_eur,name,sub_position,age,height_in_cm,image_url,current_club_name,url
628366,0.25127966496044674,0.12563983248022337,0.006128772316108457,0.0,0.0,0.0,0.0,0.0,1.6271890499267954,16000000,Lucas Beltrán,Centre-Forward,23,176,https://img.a.transfermarkt.technology/portrait/header/628366-1692881138.jpg?lm=1,Associazione Calcio Fiorentina,https://www.transfermarkt.co.uk/lucas-beltran/profil/spieler/628366
630015,0.0,0.06329113924050629,0.010548523206751056,0.0,0.0,1.0,0.0,1.0,2.679324894514768,600000,Khozhimat Erkinov,Left Winger,23,173,https://img.a.transfermarkt.technology/portrait/header/630015-1662566726.png?lm=1,Torpedo Moscow,https://www.transfermarkt.co.uk/khozhimat-erkinov/profil/spieler/630015
639246,0.6605504587155968,0.0,0.005629691409507923,0.0,0.0,0.0,1.0,0.0,4.297122602168476,1800000,Hyeon-gyu Oh,Centre-Forward,23,185,https://img.a.transfermarkt.technology/portrait/header/639246-1702505291.jpg?lm=1,Koninklijke Racing Club Genk,https://www.transfermarkt.co.uk/hyeon-gyu-oh/profil/spieler/639246
651977,0.18376722817764166,0.1378254211332312,0.004176527913128219,0.0,0.0,0.0,0.0,0.0,1.3281358763747737,600000,Amine Boutrah,Left Winger,23,171,https://img.a.transfermarkt.technology/portrait/header/651977-1667575308.jpg?lm=1,Vitesse Arnhem,https://www.transfermarkt.co.uk/amine-boutrah/profil/spieler/651977
655012,0.5228758169934641,0.26143790849673204,0.007541478129713425,0.0,0.0,0.0,1.0,0.0,4.391151332327803,3000000,Lucas Stassin,Centre-Forward,19,183,https://img.a.transfermarkt.technology/portrait/header/655012-1713450507.png?lm=1,Koninklijke Voetbal Club Westerlo,https://www.transfermarkt.co.uk/lucas-stassin/profil/spieler/655012
659542,0.5547185317079845,0.1602520202711957,0.002222915791908137,0.00020208325380983067,0.0,0.0,0.0,0.0,3.2511153872925522,35000000,Elye Wahi,Centre-Forward,21,181,https://img.a.transfermarkt.technology/portrait/header/659542-1692791720.jpg?lm=1,Olympique de Marseille,https://www.transfermarkt.co.uk/elye-wahi/profil/spieler/659542
661140,0.308483290488432,0.077120822622108,0.011017260374586854,0.0,0.0,0.0,0.0,1.0,2.2627616599338967,2500000,Franco Orozco,Left Winger,22,168,https://img.a.transfermarkt.technology/portrait/header/661140-1722144698.png?lm=1,PFK Krylya Sovetov Samara,https://www.transfermarkt.co.uk/franco-orozco/profil/spieler/661140
661207,0.19801980198019808,0.29702970297029707,0.0,0.0,0.0,0.0,0.0,0.0,1.8811881188118815,25000000,Oscar Bobb,Right Winger,21,175,https://img.a.transfermarkt.technology/portrait/header/661207-1709018293.jpg?lm=1,Manchester City Football Club,https://www.transfermarkt.co.uk/oscar-bobb/profil/spieler/661207
661428,0.19543973941368084,0.09771986970684042,0.011726384364820848,0.0,0.0,0.0,0.0,0.0,1.2586319218241047,900000,Elias Hoff Melkersen,Centre-Forward,21,179,https://img.a.transfermarkt.technology/portrait/header/661428-1712183390.jpg?lm=1,Hibernian Football Club,https://www.transfermarkt.co.uk/elias-hoff-melkersen/profil/spieler/661428
663237,0.5945499587118086,0.14863748967795215,0.006756249530816005,0.0,0.0,0.0,0.0,0.0,3.411906013062083,4000000,Jacob Ondrejka,Right Winger,22,180,https://img.a.transfermarkt.technology/portrait/header/663237-1704451541.jpg?lm=1,Royal Antwerp Football Club,https://www.transfermarkt.co.uk/jacob-ondrejka/profil/spieler/663237
